,p,precision,recall,fscore
0,0.5,0.8562651807401057,0.7273941012258769,0.7865861661635385
1,0.55,0.8742677525360766,0.7426872193227333,0.8031237695235595
2,0.6,0.8878411201600228,0.7542177448719505,0.8155925974537341
3,0.65,0.894127732533219,0.7595581988105352,0.8213676335477096
4,0.7,0.8988426918131162,0.7635635392644738,0.8256989106181915
5,0.75,0.9007001000142878,0.7651414006554194,0.8274051712823205
6,0.8,0.9011287326760966,0.7655055225148684,0.8277989237432734
7,0.85,0.8991284469209887,0.7638062871707731,0.8259614122588265
8,0.9,0.8955565080725818,0.7607719383420318,0.822680141750886
